,TTDDRUGID,LNM,Indication,ICD9,ICD10
11700,DIB011436,methenamine,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
11701,DIB011439,gt-2342,Neurodegenerative diseases,330-337,G30-G32
11702,DIB011440,hpv-16 e7 vaccine,Papillomavirus infections,.,B97.7
11703,DIB011442,thiomarinols,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
11704,DIB011443,way-644,Aortic aneurysm,.,I71
11705,DIB011444,nk-314,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
11706,DIB011447,cb-183315,Malignant carcinoid syndrome,.,C7A
11707,DIB011448,imd-4852,Thrombosis,"437.6, 453, 671.5, 671.9",I80-I82
11708,DIB011451,al-209,Central nervous system disease,.,G00-G99
11709,DIB011452,rec-200,Autoimmune diseases,279,"D84.9, M35.9"
11710,DIB011453,npc-18166,Psychotic disorders,290-299,F20-F29
11711,DIB011455,msc-204,HIV infections,"001-139, 042","A00-B99, B20"
11712,DIB011456,heparan sulfate,Angiogenesis disorder,.,I00-I99
11713,DIB011457,ljj-10,Cancer,140-229,C00-C96
11714,DIB011458,nhp-229,Gastroesophageal reflux disease,"140-229, 530","C00-C96, K21"
11715,DIB011459,som-0777,Cancer,140-229,C00-C96
11716,DIB011462,pazelliptine trihydrochloride,Cancer,140-229,C00-C96
11717,DIB011463,zp-011,Sinusitis,.,"J01,J32"
11718,DIB011464,cancer vaccine,Melanoma,172.9,C43
11719,DIB011466,vero cell seasonal influenza vaccine,Influenza virus infections,"487, 488","J10, J11"
11720,DIB011467,p-2202,Syndrome X,.,E88.9
11721,DIB011468,butixocort,Asthma,493,J45
11722,DIB011469,gem-sp,Multiple sclerosis,340,G35
11723,DIB011470,tin-117m-labeled annexin,Heart disease,390-429,I00-I52
11724,DIB011471,multi-envelope hiv vaccine,HIV infections,"001-139, 042","A00-B99, B20"
11725,DIB011472,lau-0901,Brain ischaemia,"435, 437","G45.9, I67.8"
11726,DIB011474,"lymphocyte immune globulin, anti-thymocyte globulin",Aplastic anemia,284,D60-D61
11727,DIB011476,pentamycin vaginal tablets,Vulvovaginitis,.,N76.0
11728,DIB011477,atherosclerosis/rheumatoid arthritis agents,Atherosclerosis,"414.0, 440",I70
11729,DIB011478,ae-0047,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
11730,DIB011479,tidembersat,Migraine,346,G43
11731,DIB011482,smoothened receptor antagonist,Cancer,140-229,C00-C96
11732,DIB011483,esuprone,Major depressive disorder,"296.2, 296.3, 710.0","F32, F33, M32"
11733,DIB011485,it-139,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
11734,DIB011486,galavit,Autoimmune diseases,279,"D84.9, M35.9"
11735,DIB011487,hsv-1716,Cancer,140-229,C00-C96
11736,DIB011488,ovine corticotropin-releasing hormone,Cushing's disease,255,E24.0
11737,DIB011489,liposomal tretinoin,Acute promyelocytic leukemia,205,C92.4
11738,DIB011491,azd-6605,Osteoarthritis,715,"M15-M19, M47"
11739,DIB011493,azd-1744,Asthma,493,J45
11740,DIB011494,es-6864,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
11741,DIB011497,apc-6336,Hepatitis C virus infection,"070.4, 070.5, 070.70, 573.3","B17.1, B18.2, K75.9"
11742,DIB011499,pac-10649,Arthritis,710-719,M00-M25
11743,DIB011500,atb-284,Irritable bowel syndrome,"564.1, 787.91","A09, K58, K59.1"
11744,DIB011501,skf-96365,Angina,413,I20
11745,DIB011502,bay1129980,Cancer,140-229,C00-C96
11746,DIB011503,gw-275175,Viral infections,"054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053","B01, B02, A60, B00, B27, G05.1, P35.2"
11747,DIB011504,ly3002813,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
11748,DIB011505,cnto-6785,Rheumatold arthritis,714,M05-M06
11749,DIB011506,sep-227162,Major depressive disorder,"296.2, 296.3, 710.0","F32, F33, M32"
11750,DIB011508,bms-813160,Diabetic nephropathy,"250, 250.4, 580-599","E08-E13, E10.2, E11.2, E13.2, N00-N29"
11751,DIB011509,wck-771,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
11752,DIB011510,n-9xxx,Vascular disease,"325, 430-459","G45-G46, I60-I95"
11753,DIB011511,anthrax immune globulin (aig),Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
11754,DIB011512,rbx2660,Recurrent clostridium difficile infection,.,A04.7
11755,DIB011513,bay-86-7548,Cancer,140-229,C00-C96
11756,DIB011515,glutamate racemase inhibitors,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
11757,DIB011516,mcf,Cystic fibrosis,"277.0, 709.2","E84, L90.5"
11758,DIB011517,fx-007,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
11759,DIB011518,procervix,Papillomavirus infections,.,B97.7
11760,DIB011519,pd-151832,Parkinson's disease,332,"F02.3, G20"
11761,DIB011520,dm-71,Diabetes mellitus type 2,250,E11
11762,DIB011521,naproxcinod,Inflammatory diseases,"140-229, 147, 173, 573.3, 710-719","C00-C96, C11, C44, K75.9, M00-M25"
11763,DIB011522,azd-1080,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
11764,DIB011523,aurovax,Herpes simplex virus infection,54,B00
11765,DIB011524,mpl-containing pollinex allergy desensitization injectable vaccine,Angina pectoris,413,I20
11766,DIB011529,nerisopam,Anxiety disorder,"300, 311","F32, F40-F42"
11767,DIB011530,radezolid iv,Pneumonia,.,"J12,J13,J14,J15,J16,J17,J18"
11768,DIB011532,fluoroglycoconjugates,Cancer,140-229,C00-C96
11769,DIB011533,zadaxin/transarterial chemoembolization(tace)(cisplatin),Hepatitis virus infection,573.3,K75.9
11770,DIB011534,slc-022,Neuropathic pain,"356.0, 356.8","G64, G90.0"
11771,DIB011536,ascofuranone and analogs,Trypanosomiasis,086.5-086,B56-B57
11772,DIB011537,dw-1029m,Diabetic nephropathy,"250, 250.4, 580-599","E08-E13, E10.2, E11.2, E13.2, N00-N29"
11773,DIB011538,il-2 xl,Renal cancer,279.3,D84.9
11774,DIB011539,levosemotiadil,Cardiac arrhythmias,427,I47-I49
11775,DIB011540,prs-639058,Neuropathic pain,"356.0, 356.8","G64, G90.0"
11776,DIB011541,hbdt.fc,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
11777,DIB011542,rec-15-2739,Prostate disease,.,N42.9
11778,DIB011544,pl-3394,Congestive heart failure,"428, 428.0",I50
11779,DIB011545,ren-850,Multiple sclerosis,340,G35
11780,DIB011546,protein-silencing drugs,Cancer,140-229,C00-C96
11781,DIB011547,diazeniumdiolate no releasing compounds,Cancer,140-229,C00-C96
11782,DIB011548,ld-101,Cancer,140-229,C00-C96
11783,DIB011549,tha-902,Fibromyalgia,729.1,M79.7
11784,DIB011550,ulocuplumab,Hematological malignancies,200-209,C81-C96
11785,DIB011551,filovax,Ebola virus infection,"001-139, 042-075, 065.8","A00-B99, A80-A99, A98.4, B00-B34"
11786,DIB011552,sb-101,Cancer,140-229,C00-C96
11787,DIB011553,intranasal apomorphine,Sexual dysfunction,302.7,F52
11788,DIB011554,bms-275183,Cancer,140-229,C00-C96
11789,DIB011555,live attenuated h1n1 pandemic influenza vaccine,Influenza virus infections,"487, 488","J10, J11"
11790,DIB011556,v-0191,Cognitive disorders,"290-294, 294.0, 780.09, 780.9, 780.93","F01-F07, F04, F05, R41.3"
11791,DIB011557,zp-010,Bronchitis,.,"J20-J21,J42"
11792,DIB011558,ly-2393910,Non-insulin dependent diabetes,.,E11.9
11793,DIB011559,immunovex hsv2,Herpes simplex virus infection,54,B00
11794,DIB011560,tr-14531,Asthma,493,J45
11795,DIB011561,zfp tf,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
11796,DIB011562,ym-337,Angiogenesis disorder,.,I00-I99
11797,DIB011563,anti-tubulin agents,Cancer,140-229,C00-C96
11798,DIB011564,noso-74,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
11799,DIB011567,butacaine,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
11800,DIB011571,sun-09,Hypertonia,.,P94.1
11801,DIB011572,lodenosine,Human immunodeficiency virus infection,279.3,D84.9
11802,DIB011573,tumor infiltrating lymphocyte,Malignant melanoma,"172, 208.9","C43, C91-C95"
11803,DIB011574,bm-13.1180,Diabetes mellitus,"253.5, 588.1","E23.2, N25.1"
11804,DIB011575,j-104132,Pulmonary arterial hypertension,416,"I27.0, I27.2"
11805,DIB011576,cp-613,Pancreatic cancer,"140-229, 157, 202.8, 203.0, 208.9","C00-C96, C25, C81-C96, C90.0, C91-C95"
11806,DIB011579,anti-muc1 ar20.5 mab,Pancreatic cancer,"140-229, 157, 202.8, 203.0, 208.9","C00-C96, C25, C81-C96, C90.0, C91-C95"
11807,DIB011580,mkg-02,Diabetes mellitus,"253.5, 588.1","E23.2, N25.1"
11808,DIB011581,stf-62247,Renal cell carcinoma,189,C64
11809,DIB011583,np-1998,Diabetic nephropathy,"250, 250.4, 580-599","E08-E13, E10.2, E11.2, E13.2, N00-N29"
11810,DIB011584,nt-ko-009,Neurodegenerative diseases,330-337,G30-G32
11811,DIB011591,turosteride,Prostate disorder,.,N40-N42
11812,DIB011593,avn-628,Anxiety disorder,"300, 311","F32, F40-F42"
11813,DIB011594,gf-15,Cancer,140-229,C00-C96
11814,DIB011595,milataxel,Cancer,140-229,C00-C96
11815,DIB011596,tb-102,Bleeding,"444, 453","I74, I80-I82"
11816,DIB011598,xl-820,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
11817,DIB011599,dp-5599,Autoimmune diseases,279,"D84.9, M35.9"
11818,DIB011600,sn-32793,Non-small-cell lung cancer,"162, 183","C33, C34, C56"
11819,DIB011601,enkastim-ev,Cancer,140-229,C00-C96
11820,DIB011602,xdr-tb rna-based therapeutics,Mycobacterium tuberculosis infection,.,A15-A19
11821,DIB011604,abx-201,Thrombosis,"437.6, 453, 671.5, 671.9",I80-I82
11822,DIB011605,pd-131112,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
11823,DIB011606,gsk-1137585,Plasmodium infection,.,B54
11824,DIB011607,alphaprodine,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
11825,DIB011608,cb1 antagonists,Endocrine disease,.,E00-E35
11826,DIB011609,amep,Melanoma,172.9,C43
11827,DIB011610,albifylline,Septic shock,785.52,A41.9
11828,DIB011612,pti-721,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
11829,DIB011613,ore-1001,Diabetes mellitus,"253.5, 588.1","E23.2, N25.1"
11830,DIB011614,il-4,Immune disorder,.,D80-D89
11831,DIB011615,m-0004,Gastroesophageal reflux disease,"140-229, 530","C00-C96, K21"
11832,DIB011616,oncopurge,Cancer,140-229,C00-C96
11833,DIB011617,pb-102,Cancer,140-229,C00-C96
11834,DIB011618,kin-4050,Psoriasis,696,L40
11835,DIB011619,cx-2076,Attention deficit hyperactivity disorder,"314.00, 314.01",F90
11836,DIB011620,sm04755,Liver cancer,"140-229, 155, 203.0","C00-C96, C22.0, C90.0"
11837,DIB011622,lipid chaperones,Lipid metabolism disorder,.,E75-E78
11838,DIB011624,pentaxim,Bordetella pertussis infection,.,A37.0
11839,DIB011625,can-296,Fungal infection,110-118,B35-B49
11840,DIB011626,ro-09-1428,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
11841,DIB011627,cb-24,Cancer,140-229,C00-C96
11842,DIB011628,avx101,Acquired immune deficiency syndrome,42,B20
11843,DIB011630,pennvax-gp/mva-cmdr hiv vaccine regime,HIV infections,"001-139, 042","A00-B99, B20"
11844,DIB011631,hra-072033,Endocrine disease,.,E00-E35
11845,DIB011635,at-002,Autoimmune diseases,279,"D84.9, M35.9"
11846,DIB011636,nanogam,Immune disorder,.,D80-D89
11847,DIB011637,galocitabine,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
11848,DIB011639,glpg-0778,Arthritis,710-719,M00-M25
11849,DIB011642,h5n1 avian influenza vaccine,Influenza virus infections,"487, 488","J10, J11"
11850,DIB011643,iothalamate,Arthropathy,.,M00-M14
11851,DIB011644,antihyperlipidemia agent,Hyperlipidemia,272.0-272.4,E78
11852,DIB011645,hl-4130,Hyperlipidemia,272.0-272.4,E78
11853,DIB011646,ax-13057,Cancer,140-229,C00-C96
11854,DIB011648,nxn-462,Headache,"339, 784.0","G43-G44, R51"
11855,DIB011649,apd-403,Emesis,787,R11
11856,DIB011651,sr-11237,Cancer,140-229,C00-C96
11857,DIB011653,zn-dpa-i,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
11858,DIB011655,hemoglobin crosfumaril,Hypotension,"458, 796.3",I95
11859,DIB011656,gsi-136,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
11860,DIB011657,uk-224671,Urinary incontinence,788.3,"N39.3, N39.4, R32"
11861,DIB011658,npb-001-056,Chronic myelogenous leukemia,"205.1, 208.9","C91-C95, C92.1"
11862,DIB011659,parenteral amino acids,Nutritional deficiency,260-269,E40-E64
11863,DIB011660,bn-od-026,Cancer,140-229,C00-C96
11864,DIB011662,vk0612,Type 2 diabetes,"250.00, 250.02",E11
11865,DIB011663,afm-11,Non-Hodgkin's lymphoma,"200, 202, 202.8","C81-C96, C82-C85"
11866,DIB011664,tak-225,Asthma,493,J45
11867,DIB011665,tg100801,Macular degeneration,362.5,H35.3
11868,DIB011666,hemagglutinin inhibitors,Influenza virus infections,"487, 488","J10, J11"
11869,DIB011667,fgf-21,Diabetes mellitus type 2,250,E11
11870,DIB011668,mitopbn,Mitochondrial disease,.,E88.49
11871,DIB011669,magnesium/zinc/lithium salts,Age related macular degeneration,.,H35.30
11872,DIB011671,patiromer calcium,Hyperkalemia,.,E87.5
11873,DIB011672,ct-637,Autoimmune diseases,279,"D84.9, M35.9"
11874,DIB011673,her1-vssp vaccine,Cancer,140-229,C00-C96
11875,DIB011675,lmp-1/lmp-2 ctls,Lymphoma,"202.8, 208.9","C81-C96, C91-C95"
11876,DIB011676,ox-esi,Respiratory tract inflammation,.,J00-J99
11877,DIB011678,bmn-103,Pompe's disease,.,E74.02
11878,DIB011679,chitosan/il-12,Bladder cancer,"140-229, 188","C00-C96, C67"
11879,DIB011680,fosclin,Plasmodium malariae infection,.,B50
11880,DIB011681,bm-ca,Non-Hodgkin's lymphoma,"200, 202, 202.8","C81-C96, C82-C85"
11881,DIB011682,allervax ragweed,Allergy,995.3,T78.4
11882,DIB011683,ns-2389,Major depressive disorder,"296.2, 296.3, 710.0","F32, F33, M32"
11883,DIB011684,azd-2315,Chronic obstructive pulmonary disease; Rheumatoid arthritis,"460-519, 490-492, 494-496, 710-719, 714","J00-J99, J40-J44, J47, M00-M25, M05-M06"
11884,DIB011685,draflazine,Cardiac arrhythmias,427,I47-I49
11885,DIB011686,cl-283796,Hyperlipidemia,272.0-272.4,E78
11886,DIB011687,oxytocin,Autism,299,F84.0
11887,DIB011688,ci-996,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
11888,DIB011690,xen-401,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
11889,DIB011691,mg-28,Cancer,140-229,C00-C96
11890,DIB011692,s-024,Cancer,140-229,C00-C96
11891,DIB011693,hydrocodex,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
11892,DIB011694,anticort,Human immunodeficiency virus infection,279.3,D84.9
11893,DIB011695,scid-x stem cell therapy,Immune disorder,.,D80-D89
11894,DIB011696,short-acting thrombosis inhibitor,Disseminated intravascular coagulation,286.6,D65
11895,DIB011699,ponezumab,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
11896,DIB011700,imx-mel1,Melanoma,172.9,C43
11897,DIB011701,cbnu-06,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
11898,DIB011702,ap-1600,Ocular inflammation,.,H00-H59
11899,DIB011703,dtap-ipv-hib,Bordetella pertussis infection,.,A37.0
11900,DIB011704,bnd-001,Central nervous system disease,.,G00-G99
11901,DIB011707,bsp-c728,Gram-negative bacterial infection,"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
11902,DIB011708,bpl-001,Cardiovascular disease,"325, 390-459, 401, 428, 430-459","G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95"
11903,DIB011709,ormd-0901,Diabetes mellitus type 2,250,E11
11904,DIB011710,opregen,Age related macular degeneration,.,H35.30
11905,DIB011712,cnvn-202,Non-small cell lung cancer,"140-229, 162, 204.0","C00-C96, C33-C34, C91.0"
11906,DIB011713,pf-446687,Female sexual dysfunction,302.7,"F52, R37"
11907,DIB011717,azoles,Trypanosomiasis,086.5-086,B56-B57
11908,DIB011718,pd-2024,Insulin resistance,.,E00-E90
11909,DIB011719,bremel/tnf alpha,Breast cancer,"174, 175, 217","C50, D24"
11910,DIB011720,zp-2571,Cancer,140-229,C00-C96
11911,DIB011721,cg-8840,Bladder cancer,"140-229, 188","C00-C96, C67"
11912,DIB011722,flu (pre-) pandemic,Influenza A virus infections,"487, 488","J10, J11"
11913,DIB011723,amocarzine,Helminth infection,001-139,A00-B99
11914,DIB011724,sarmazenil,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
11915,DIB011725,inx-189,Hepatitis C virus infection,"070.4, 070.5, 070.70, 573.3","B17.1, B18.2, K75.9"
11916,DIB011726,vt-401,Muscular dystrophy,.,G71.0
11917,DIB011727,idv-007,Glaucoma,365,H40-H42
11918,DIB011731,ly-929,Lipid metabolism disorder,.,E75-E78
11919,DIB011732,vpc-51299,Cancer,140-229,C00-C96
11920,DIB011733,lgh-447,Multiple myeloma,"203.0, 208.9","C90.0, C91-C95"
11921,DIB011734,etc-1001,Hyperlipidemia,272.0-272.4,E78
11922,DIB011735,a-80263,Inflammatory diseases,"140-229, 147, 173, 573.3, 710-719","C00-C96, C11, C44, K75.9, M00-M25"
11923,DIB011739,alvac hiv vaccine program,HIV-1 infections,"001-139, 042","A00-B99, B20"
11924,DIB011740,"5-hydroxymethyl-2-furfural (sickle cell disease), aesrx llc",Anemia,280-285,D50-D64
11925,DIB011743,nav therapeutic,Hemophilia B,286.1,D67
11926,DIB011744,f-50003,Parainfluenza virus infection,.,J12.2
11927,DIB011745,dendritic cell therapy,Breast cancer,"174, 175, 217","C50, D24"
11928,DIB011746,hydrochloric acid,Alkalosis,.,E87.3
11929,DIB011749,gp-668,Angina pectoris,413,I20
11930,DIB011752,ameltolide,Epileptic seizure,.,"G40,R56"
11931,DIB011753,rotavin,Type 2 diabetes,"250.00, 250.02",E11
11932,DIB011754,ceftezole,Urinary tract infections,599,N39.0
11933,DIB011755,oxaborole,Leishmania donovani infection,.,B55.0
11934,DIB011756,er-21018,Gastrointestinal disease,.,K00-K93
11935,DIB011757,btl-tml-001,Influenza virus infections,"487, 488","J10, J11"
11936,DIB011758,ta-cd cocaine abuse vaccine,Cocaine addiction,304.2,F14.2
11937,DIB011759,km-3413,Cancer,140-229,C00-C96
11938,DIB011760,bp-2.94,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
11939,DIB011762,lu-ae04621,Parkinson's disease,332,"F02.3, G20"
11940,DIB011763,lpathomab,Cancer,140-229,C00-C96
11941,DIB011764,brilacidin,Infections disease,.,A00-B99
11942,DIB011766,gen-003,Herpes simplex virus infection,54,B00
11943,DIB011767,anti-arthritis drug,Arthritis,710-719,M00-M25
11944,DIB011768,lp-10218,Cancer,140-229,C00-C96
11945,DIB011769,zatebradine,Angina,413,I20
11946,DIB011771,altastaph,Staphylococcus aureus infection,001-139,A00-B99
11947,DIB011773,ap-02-00,Lipid metabolism disorder,.,E75-E78
11948,DIB011774,griffithsin vaginal gel,HIV infections,"001-139, 042","A00-B99, B20"
11949,DIB011775,isoxsuprine,Cerebrovascular disorders,.,I60-I69
11950,DIB011776,sa-igiv,Staphylococcus aureus infection,001-139,A00-B99
11951,DIB011777,mm-093,Autoimmune diseases,279,"D84.9, M35.9"
11952,DIB011780,rg-7090,Fragile X syndrome,"332, 759.83","F02.3, G20, Q99.2"
11953,DIB011781,asb-16165,Psoriasis,696,L40
11954,DIB011783,v-114,Myelodysplastic syndromes,"208.9, 238.7","C91-C95, D46"
11955,DIB011785,h5n1 pandemic influenza vaccine,Influenza virus infections,"487, 488","J10, J11"
11956,DIB011788,mm-141,Cancer,140-229,C00-C96
11957,DIB011789,immunostimulant patch,Vaccination,.,.
11958,DIB011790,ebrotidine,Duodenal ulcer,.,K25-K27
11959,DIB011792,ly-290154,Asthma,493,J45
11960,DIB011796,vivia-009,Cancer,140-229,C00-C96
11961,DIB011797,tnfr1 nam,Multiple sclerosis,340,G35
11962,DIB011798,"vaccine, antimicrobial",Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
11963,DIB011800,sialyl lea-klh conjugate vaccine,Breast cancer,"174, 175, 217","C50, D24"
11964,DIB011801,bms-852927,Atherosclerosis,"414.0, 440",I70
11965,DIB011802,brevenal,Cystic fibrosis,"277.0, 709.2","E84, L90.5"
11966,DIB011804,pentastaph,Staphylococcus aureus infection,001-139,A00-B99
11967,DIB011805,sebriplatin,Cancer,140-229,C00-C96
11968,DIB011807,fe-202767,Erectile dysfunction,"302.72, 607.84","F52.2, N48.4"
11969,DIB011808,apd-209,Cachexia,799.4,R64
11970,DIB011809,bn-gu-005-dhp,Arthralgia,.,M25.5
11971,DIB011810,pps14 pcmv,Streptococcus pneumoniae infection,"480-486, 770.0","J12, J13, J14, J15, J16, J17, J18, P23"
11972,DIB011812,therapeutic peptide subunit vaccine,Prostate tumor,185,C61
11973,DIB011814,alpha-1 antitrypsin,Blood coagulation disorders,.,D65-D68
11974,DIB011815,gt-2203,Anxiety disorder,"300, 311","F32, F40-F42"
11975,DIB011817,palbociclib,Cancer,140-229,C00-C96
11976,DIB011818,rotigaptide,Cardiac arrhythmias,427,I47-I49
11977,DIB011819,multi-epitope peptide melanoma vaccine,Melanoma,172.9,C43
11978,DIB011820,sch-721015,Mesothelioma,163,C45
11979,DIB011822,cz-775,Cancer,140-229,C00-C96
11980,DIB011825,ob-24,Cancer,140-229,C00-C96
11981,DIB011830,sk-1306x,Arthritis,710-719,M00-M25
11982,DIB011831,debio-0930,Metabolic disorders,270-279,E70-E89
11983,DIB011832,chf-1522,Non-insulin dependent diabetes,.,E11.9
11984,DIB011833,mcd inhibitors,Obesity,278,E66
11985,DIB011834,doqualast,Hyperuricosuria,.,E79
11986,DIB011835,ib-08c175,Graft-versus host disease,.,T86.0
11987,DIB011836,pv-267,Multiple sclerosis,340,G35
11988,DIB011837,pizotyline,Headache,"339, 784.0","G43-G44, R51"
11989,DIB011838,sb-206284a,Cerebrovascular ischaemia,434.91,I61-I63
11990,DIB011839,nu-1001-41,Cancer,140-229,C00-C96
11991,DIB011840,galectin 2,Inflammatory bowel disease,"555, 556","K50, K51"
11992,DIB011841,tt-173,Bleeding,"444, 453","I74, I80-I82"
11993,DIB011842,111in-hegf,Breast cancer,"174, 175, 217","C50, D24"
